fold,cutoff_date,merchant_id,merchant_category,n_days,q_hat_global,q_hat_percat,percat_fallback,cat_n_cal_scores,q_hat,raw_pinball_p10,raw_pinball_p50,raw_pinball_p90,raw_coverage,cal_pinball_p10,cal_pinball_p50,cal_pinball_p90,cal_coverage,percat_pinball_p10,percat_pinball_p50,percat_pinball_p90,percat_coverage,ordering_violations
7,2026-04-24,mcht_food_01,food_delivery,14,2014.78,1262.11,False,42,2014.78,4405.663142857143,5778.033214285715,3868.12342857143,0.5,4031.489174829929,5778.033214285715,3637.862525170065,0.5,4171.270976190476,5778.033214285715,3723.882095238097,0.5,0
7,2026-04-24,mcht_food_02,food_delivery,14,2014.78,1262.11,False,42,2014.78,4198.022214285715,9195.111071428571,7726.706571428571,0.6428571428571429,4111.674375510202,9195.111071428571,7496.445668027205,0.6428571428571429,4143.9317142857135,9195.111071428571,7582.465238095239,0.6428571428571429,0
7,2026-04-24,mcht_food_03,food_delivery,14,2014.78,1262.11,False,42,2014.78,8956.23092857143,16347.208928571428,17706.481357142853,0.8571428571428571,8931.96972585034,16347.208928571428,17907.959647619045,0.9285714285714286,8910.464833333332,16347.208928571428,17832.69252380952,0.9285714285714286,0
7,2026-04-24,mcht_mkt_01,marketplace,14,2014.78,6387.86,False,56,2014.78,33207.814928571424,94659.08321428574,62282.829142857125,0.7142857142857143,33265.38015442177,94659.08321428574,62052.56823945576,0.7142857142857143,33390.32534693878,94659.08321428574,61552.787469387746,0.7142857142857143,0
7,2026-04-24,mcht_mkt_02,marketplace,14,2014.78,6387.86,False,56,2014.78,26273.64657142857,49137.376428571435,27559.665642857137,0.9285714285714286,26331.211797278916,49137.376428571435,27761.143933333333,0.9285714285714286,26456.156989795916,49137.376428571435,28198.452107142843,0.9285714285714286,0
7,2026-04-24,mcht_mkt_03,marketplace,14,2014.78,6387.86,False,56,2014.78,120004.37514285717,204280.80071428575,129332.61464285712,0.7142857142857143,119918.02730408162,204280.80071428575,129246.26680408164,0.7142857142857143,119730.60951530615,204280.80071428575,129058.84901530611,0.7142857142857143,0
7,2026-04-24,mcht_mkt_04,marketplace,14,2014.78,6387.86,False,56,2014.78,21115.8175,70498.1625,27542.21299999999,0.8571428571428571,21317.295790476193,70498.1625,27455.865161224483,0.8571428571428571,21754.603964285714,70498.1625,27268.44737244898,0.8571428571428571,0
7,2026-04-24,mcht_saas_01,saas_subscription,14,2014.78,2635.69,False,56,2014.78,453.2539285714283,1929.1796428571429,901.795785714285,0.6428571428571429,483.97936190476327,1929.1796428571429,959.3610115646255,0.9285714285714286,546.0698928571422,1929.1796428571429,987.2531785714274,1.0,0
7,2026-04-24,mcht_saas_02,saas_subscription,14,2014.78,2635.69,False,56,2014.78,2037.650428571428,4814.261785714286,2573.6073571428537,0.21428571428571427,1678.203810884352,4814.261785714286,2034.8264537414927,0.5714285714285714,1607.2432040816348,4814.261785714286,1963.8658469387753,0.5714285714285714,0
7,2026-04-24,mcht_saas_03,saas_subscription,14,2014.78,2635.69,False,56,2014.78,3014.5629999999987,4484.801071428576,3869.2089285714296,0.8571428571428571,3072.1282258503393,4484.801071428576,4006.641504761904,0.9285714285714286,3089.8683775510185,4484.801071428576,4068.7320357142844,0.9285714285714286,0
7,2026-04-24,mcht_saas_04,saas_subscription,14,2014.78,2635.69,False,56,2014.78,711.1627857142875,2737.3196428571437,1085.8537857142858,0.6428571428571429,788.2125047619062,2737.3196428571437,1160.577790476193,1.0,850.3030357142846,2737.3196428571437,1222.6683214285708,1.0,0
8,2026-05-08,mcht_d2c_01,d2c_ecommerce,14,4785.52,13837.07,False,56,4785.52,3100.352857142857,9083.394642857142,5743.90164285714,1.0,3578.9052428571404,9083.394642857142,6222.454028571424,1.0,4484.059392857143,9083.394642857142,7127.608178571427,1.0,0
8,2026-05-08,mcht_d2c_02,d2c_ecommerce,14,4785.52,13837.07,False,56,4785.52,23653.59235714286,64614.259285714295,41291.034928571426,0.7857142857142857,23837.79045714286,64614.259285714295,41085.94104897959,0.8571428571428571,24742.944607142857,64614.259285714295,40698.01784183673,0.8571428571428571,0
8,2026-05-08,mcht_d2c_03,d2c_ecommerce,14,4785.52,13837.07,False,56,4785.52,21099.95357142857,32106.97214285714,22464.41214285714,0.6428571428571429,20894.859691836737,32106.97214285714,21917.495130612246,0.6428571428571429,20506.936484693877,32106.97214285714,21126.187198979587,0.7142857142857143,0
8,2026-05-08,mcht_d2c_04,d2c_ecommerce,14,4785.52,13837.07,False,56,4785.52,5173.18692857143,9200.4425,6330.40157142857,0.7142857142857143,4626.269916326534,9200.4425,6467.130824489794,0.7142857142857143,3764.7669846938784,9200.4425,7355.50382142857,0.8571428571428571,0
8,2026-05-08,mcht_food_01,food_delivery,14,4785.52,8027.77,False,42,4785.52,2931.8438571428574,5564.928214285712,4685.906499999999,0.7142857142857143,3050.8573959183664,5564.928214285712,4704.050038775508,0.8571428571428571,3143.4928571428572,5564.928214285712,4796.6855,0.8571428571428571,0
8,2026-05-08,mcht_food_02,food_delivery,14,4785.52,8027.77,False,42,4785.52,5336.704999999999,13076.976071428575,5279.787857142854,0.7857142857142857,5473.434253061222,13076.976071428575,5135.319528571425,0.9285714285714286,5566.0697142857125,13076.976071428575,5459.543642857143,0.9285714285714286,0
8,2026-05-08,mcht_food_03,food_delivery,14,4785.52,8027.77,False,42,4785.52,8598.770571428571,16534.723928571428,21632.89814285714,0.9285714285714286,8735.499824489794,16534.723928571428,22111.450528571422,0.9285714285714286,8828.135285714287,16534.723928571428,22435.67464285714,0.9285714285714286,0
8,2026-05-08,mcht_mkt_01,marketplace,14,4785.52,73205.45,False,56,4785.52,33465.22135714286,99360.72571428571,26807.438714285705,0.7857142857142857,33601.95061020408,99360.72571428571,26602.344834693875,0.7857142857142857,35556.80571428571,99360.72571428571,28085.51110714284,0.9285714285714286,0
8,2026-05-08,mcht_mkt_02,marketplace,14,4785.52,73205.45,False,56,4785.52,20484.364142857146,58703.15892857142,39494.98878571427,0.7142857142857143,19937.447130612247,58703.15892857142,39724.31474285713,0.7857142857142857,20968.745821428565,58703.15892857142,46566.30760714284,1.0,0
8,2026-05-08,mcht_mkt_03,marketplace,14,4785.52,73205.45,False,56,4785.52,52971.02528571429,161645.70999999996,71099.10985714284,0.7142857142857143,53107.7545387755,161645.70999999996,70552.19284489797,0.7142857142857143,59241.55196428571,161645.70999999996,62732.772428571436,0.7857142857142857,0
8,2026-05-08,mcht_mkt_04,marketplace,14,4785.52,73205.45,False,56,4785.52,17907.412999999997,53963.385,35258.52214285713,0.7857142857142857,17360.4959877551,53963.385,35737.07452857143,0.7857142857142857,19128.430392857135,53963.385,42579.06739285712,1.0,0
8,2026-05-08,mcht_saas_01,saas_subscription,14,4785.52,893.7,False,56,4785.52,494.51528571428605,1883.4310714285707,2002.7965714285722,0.7857142857142857,904.5876714285694,1883.4310714285707,1797.702691836736,0.8571428571428571,520.0494591836737,1883.4310714285707,1964.4953112244905,0.7857142857142857,0
8,2026-05-08,mcht_saas_02,saas_subscription,14,4785.52,893.7,False,56,4785.52,1678.3181428571422,5381.697857142856,3734.8765,0.7142857142857143,1716.3052530612242,5381.697857142856,3529.7826204081643,0.7857142857142857,1640.0168826530607,5381.697857142856,3696.5752397959186,0.7142857142857143,0
8,2026-05-08,mcht_saas_03,saas_subscription,14,4785.52,893.7,False,56,4785.52,3252.5071428571423,7438.604285714283,5313.3482857142835,1.0,3731.059528571426,7438.604285714283,5791.900671428567,1.0,3341.8767499999967,7438.604285714283,5402.7178928571375,1.0,0
8,2026-05-08,mcht_saas_04,saas_subscription,14,4785.52,893.7,False,56,4785.52,1594.0859285714284,3324.7200000000003,2785.479857142856,0.7142857142857143,1793.6583142857119,3324.7200000000003,2670.347681632651,0.9285714285714286,1555.784668367347,3324.7200000000003,2747.1785969387747,0.7142857142857143,0
9,2026-05-22,mcht_d2c_01,d2c_ecommerce,14,-62.43,1753.34,False,56,-62.43,6601.842642857141,13922.013214285716,5973.2825,0.6428571428571429,6608.977336734693,13922.013214285716,5975.95801020408,0.6428571428571429,6468.924408163265,13922.013214285716,5898.139265306122,0.7142857142857143,0
9,2026-05-22,mcht_d2c_02,d2c_ecommerce,14,-62.43,1753.34,False,56,-62.43,18485.298785714283,39561.49785714286,40322.51278571428,1.0,18479.05592857143,39561.49785714286,40316.26992857142,1.0,18660.632999999998,39561.49785714286,40497.846999999994,1.0,0
9,2026-05-22,mcht_d2c_03,d2c_ecommerce,14,-62.43,1753.34,False,56,-62.43,10594.786642857141,23096.800714285713,32802.477571428564,0.8571428571428571,10597.462153061222,23096.800714285713,32796.23471428571,0.8571428571428571,10519.643408163263,23096.800714285713,32977.81178571428,0.8571428571428571,0
9,2026-05-22,mcht_d2c_04,d2c_ecommerce,14,-62.43,1753.34,False,56,-62.43,3537.4747142857145,9792.647499999997,3593.8542142857136,0.8571428571428571,3540.1502244897965,9792.647499999997,3587.611357142855,0.8571428571428571,3462.3314795918377,9792.647499999997,3769.1884285714254,0.8571428571428571,0
9,2026-05-22,mcht_food_01,food_delivery,14,-62.43,-504.1,False,42,-62.43,2696.505928571428,4306.528928571427,2187.3584999999994,0.8571428571428571,2694.722255102041,4306.528928571427,2185.574826530611,0.8571428571428571,2682.1031666666663,4306.528928571427,2172.955738095237,0.8571428571428571,0
9,2026-05-22,mcht_food_02,food_delivery,14,-62.43,-504.1,False,42,-62.43,4778.639857142856,10543.927142857141,4532.4796428571435,0.9285714285714286,4772.397,10543.927142857141,4530.695969387755,0.9285714285714286,4728.23019047619,10543.927142857141,4518.076880952381,0.9285714285714286,0
9,2026-05-22,mcht_food_03,food_delivery,14,-62.43,-504.1,False,42,-62.43,7121.204428571429,12233.099285714283,24191.163999999997,0.9285714285714286,7114.961571428573,12233.099285714283,24189.380326530612,0.9285714285714286,7070.794761904762,12233.099285714283,24176.761238095234,0.9285714285714286,0
9,2026-05-22,mcht_mkt_01,marketplace,14,-62.43,24546.72,False,56,-62.43,52185.050071428595,78548.54214285717,70806.22278571427,0.7142857142857143,52196.643948979596,78548.54214285717,70799.97992857141,0.7142857142857143,47626.37277040818,78548.54214285717,73260.89517857142,0.7142857142857143,0
9,2026-05-22,mcht_mkt_02,marketplace,14,-62.43,24546.72,False,56,-62.43,19530.094785714286,55833.67,40825.087785714284,0.8571428571428571,19532.77029591837,55833.67,40818.84492857142,0.8571428571428571,18478.092331632655,55833.67,43279.76017857143,0.8571428571428571,0
9,2026-05-22,mcht_mkt_03,marketplace,14,-62.43,24546.72,False,56,-62.43,73693.72121428572,208983.25535714286,74820.31464285715,0.5714285714285714,73705.31509183672,208983.25535714286,74822.99015306124,0.5714285714285714,69194.20776530613,208983.25535714286,73768.31218877553,0.6428571428571429,0
9,2026-05-22,mcht_mkt_04,marketplace,14,-62.43,24546.72,False,56,-62.43,19331.23342857143,40072.610357142854,38153.66964285714,0.9285714285714286,19329.44975510204,40072.610357142854,38147.42678571428,0.9285714285714286,20813.906535714283,40072.610357142854,40608.34203571428,1.0,0
9,2026-05-22,mcht_saas_01,saas_subscription,14,-62.43,733.58,False,56,-62.43,435.8551428571432,2075.6103571428566,1914.488714285714,0.9285714285714286,434.0714693877557,2075.6103571428566,1908.2458571428574,0.9285714285714286,469.1110714285707,2075.6103571428566,1987.8467857142848,1.0,0
9,2026-05-22,mcht_saas_02,saas_subscription,14,-62.43,733.58,False,56,-62.43,1794.2742142857137,3303.378928571426,1818.407142857143,1.0,1788.031357142856,3303.378928571426,1812.164285714285,1.0,1867.632285714286,3303.378928571426,1891.7652142857153,1.0,0
9,2026-05-22,mcht_saas_03,saas_subscription,14,-62.43,733.58,False,56,-62.43,3363.370071428572,5151.032142857143,17421.277857142853,1.0,3357.1272142857138,5151.032142857143,17415.034999999996,1.0,3436.728142857144,5151.032142857143,17494.635928571428,1.0,0
9,2026-05-22,mcht_saas_04,saas_subscription,14,-62.43,733.58,False,56,-62.43,1631.2550714285694,2546.063214285715,2185.495785714285,0.9285714285714286,1629.471397959183,2546.063214285715,2179.252928571427,0.9285714285714286,1652.2145204081603,2546.063214285715,2258.8538571428576,0.9285714285714286,0
10,2026-06-05,mcht_d2c_01,d2c_ecommerce,14,-873.75,5111.0,False,56,-873.75,4459.038000000001,11805.598214285714,5806.9696428571415,0.8571428571428571,4552.381141496602,11805.598214285714,5719.595019047617,0.7857142857142857,4239.995035714286,11805.598214285714,6318.069892857139,0.8571428571428571,0
10,2026-06-05,mcht_d2c_02,d2c_ecommerce,14,-873.75,5111.0,False,56,-873.75,17954.36942857143,30628.84,49157.862285714284,0.9285714285714286,17929.40525034014,30628.84,49070.48766190476,0.9285714285714286,18100.398071428575,30628.84,49668.96253571427,0.9285714285714286,0
10,2026-06-05,mcht_d2c_03,d2c_ecommerce,14,-873.75,5111.0,False,56,-873.75,13906.539571428571,32077.5975,27384.21264285714,0.7857142857142857,13943.985838775507,32077.5975,27359.248464625845,0.7857142857142857,13687.496607142853,32077.5975,27530.241285714274,0.7857142857142857,0
10,2026-06-05,mcht_d2c_04,d2c_ecommerce,14,-873.75,5111.0,False,56,-873.75,3760.6632857142854,9962.262142857142,3730.376428571428,0.7857142857142857,3860.519998639457,9962.262142857142,3643.0018047619023,0.7857142857142857,3748.5540714285708,9962.262142857142,4241.476678571425,0.9285714285714286,0
10,2026-06-05,mcht_food_01,food_delivery,14,-873.75,-4907.06,False,42,-873.75,3173.333214285715,4246.582142857143,2923.9722142857145,0.6428571428571429,3335.600372789118,4246.582142857143,2899.008036054421,0.6428571428571429,4111.120357142854,4246.582142857143,3052.9004285714286,0.5,0
10,2026-06-05,mcht_food_02,food_delivery,14,-873.75,-4907.06,False,42,-873.75,4896.563928571429,6709.103571428573,9066.304428571426,0.8571428571428571,4809.189304761904,6709.103571428573,9103.750695918365,0.8571428571428571,4405.858095238097,6709.103571428573,9276.606928571427,0.8571428571428571,0
10,2026-06-05,mcht_food_03,food_delivery,14,-873.75,-4907.06,False,42,-873.75,7564.780285714286,18889.428214285716,22390.707357142852,1.0,7477.405661904763,18889.428214285716,22303.332733333336,1.0,7074.074452380953,18889.428214285716,21900.001523809515,1.0,0
10,2026-06-05,mcht_mkt_01,marketplace,14,-873.75,5617.26,False,56,-873.75,23567.982642857143,53257.81999999999,51263.33171428571,0.9285714285714286,23480.608019047617,53257.81999999999,51238.36753605441,0.9285714285714286,24129.70878571428,53257.81999999999,51423.82489795917,0.9285714285714286,0
10,2026-06-05,mcht_mkt_02,marketplace,14,-873.75,5617.26,False,56,-873.75,20111.062,54158.36,41831.88178571428,0.7857142857142857,20148.508267346944,54158.36,41806.91760748298,0.7857142857142857,19870.3222244898,54158.36,42230.72935714283,0.8571428571428571,0
10,2026-06-05,mcht_mkt_03,marketplace,14,-873.75,5617.26,False,56,-873.75,67415.12071428572,160891.6842857143,74153.44371428572,0.7857142857142857,67452.56698163266,160891.6842857143,74128.47953605441,0.7857142857142857,67174.38093877553,160891.6842857143,74313.93689795918,0.7857142857142857,0
10,2026-06-05,mcht_mkt_04,marketplace,14,-873.75,5617.26,False,56,-873.75,36884.82557142858,59474.05464285713,62549.67007142856,0.7142857142857143,37047.09272993197,59474.05464285713,62462.29544761903,0.7142857142857143,35841.619877551035,59474.05464285713,63111.39621428569,0.7142857142857143,0
10,2026-06-05,mcht_saas_01,saas_subscription,14,-873.75,-807.03,False,56,-873.75,1132.6123571428566,3718.737142857143,2200.317714285714,0.35714285714285715,1686.8916517006892,3718.737142857143,2112.943090476189,0.14285714285714285,1638.0636836734632,3718.737142857143,2119.6145000000006,0.21428571428571427,0
10,2026-06-05,mcht_saas_02,saas_subscription,14,-873.75,-807.03,False,56,-873.75,1521.4252857142849,4011.703571428573,4872.699357142856,0.7857142857142857,1621.2819986394559,4011.703571428573,4785.324733333332,0.7857142857142857,1613.6575306122443,4011.703571428573,4791.996142857141,0.7857142857142857,0
10,2026-06-05,mcht_saas_03,saas_subscription,14,-873.75,-807.03,False,56,-873.75,2022.768857142859,5310.651785714289,10686.950785714283,0.9285714285714286,1997.8046789115665,5310.651785714289,10599.57616190476,0.9285714285714286,1999.7107959183688,5310.651785714289,10606.247571428568,0.9285714285714286,0
10,2026-06-05,mcht_saas_04,saas_subscription,14,-873.75,-807.03,False,56,-873.75,1346.7900714285715,4191.8775000000005,1512.221285714286,1.0,1259.4154476190465,4191.8775000000005,1424.8466619047613,1.0,1266.0868571428578,4191.8775000000005,1431.5180714285714,1.0,0
11,2026-06-19,mcht_d2c_01,d2c_ecommerce,14,607.93,2352.3,False,56,607.93,6199.362571428572,14255.681071428573,7037.119500000002,0.6428571428571429,6216.732102040817,14255.681071428573,6924.217551020408,0.6428571428571429,6266.571102040815,14255.681071428573,6600.264051020414,0.6428571428571429,0
11,2026-06-19,mcht_d2c_02,d2c_ecommerce,14,607.93,2352.3,False,56,607.93,18903.49707142857,53595.15214285714,27118.881428571418,0.9285714285714286,18920.866602040816,53595.15214285714,27179.674785714273,0.9285714285714286,19074.451928571427,53595.15214285714,27354.11128571427,1.0,0
11,2026-06-19,mcht_d2c_03,d2c_ecommerce,14,607.93,2352.3,False,56,607.93,16029.560571428568,34571.8425,14905.503428571425,0.7857142857142857,16003.5062755102,34571.8425,14951.207499999995,0.8571428571428571,15928.747775510206,34571.8425,15125.643999999991,0.8571428571428571,0
11,2026-06-19,mcht_d2c_04,d2c_ecommerce,14,607.93,2352.3,False,56,607.93,4212.314857142859,9006.020357142856,3963.6684999999998,0.7857142857142857,4186.2605612244915,9006.020357142856,3981.0380306122447,0.7857142857142857,4111.502061224493,9006.020357142856,4030.8770306122437,0.7857142857142857,0
11,2026-06-19,mcht_food_01,food_delivery,14,607.93,-2755.87,False,42,607.93,2938.0095714285717,4461.402142857142,3324.545499999999,0.7857142857142857,2868.5314489795924,4461.402142857142,3385.3388571428573,0.7857142857142857,3252.9659523809482,4461.402142857142,3048.9586666666683,0.7857142857142857,0
11,2026-06-19,mcht_food_02,food_delivery,14,607.93,-2755.87,False,42,607.93,4804.068071428573,10952.167500000001,5876.527642857142,0.8571428571428571,4821.437602040818,10952.167500000001,5893.897173469387,0.8571428571428571,4725.328976190479,10952.167500000001,5797.788547619049,0.8571428571428571,0
11,2026-06-19,mcht_food_03,food_delivery,14,607.93,-2755.87,False,42,607.93,5587.367071428574,15048.226428571432,18610.578928571427,0.8571428571428571,5561.312775510205,15048.226428571432,18671.372285714282,0.8571428571428571,5705.475714285715,15048.226428571432,18422.955547619044,0.7857142857142857,0
11,2026-06-19,mcht_mkt_01,marketplace,14,607.93,20836.52,False,56,607.93,27536.51814285714,42316.81071428571,24983.494714285705,0.7857142857142857,27510.463846938776,42316.81071428571,25000.864244897948,0.7857142857142857,26643.524596938783,42316.81071428571,25578.823744897945,0.7857142857142857,0
11,2026-06-19,mcht_mkt_02,marketplace,14,607.93,20836.52,False,56,607.93,22348.748142857145,55547.058928571445,26880.815000000002,0.6428571428571429,22366.117673469387,55547.058928571445,26767.9130510204,0.6428571428571429,22944.077173469384,55547.058928571445,23011.17630102043,0.6428571428571429,0
11,2026-06-19,mcht_mkt_03,marketplace,14,607.93,20836.52,False,56,607.93,60734.137928571436,102705.25714285715,49052.90714285713,0.9285714285714286,60751.507459183675,102705.25714285715,49113.700499999984,0.9285714285714286,61329.46695918367,102705.25714285715,51136.55874999997,0.9285714285714286,0
11,2026-06-19,mcht_mkt_04,marketplace,14,607.93,20836.52,False,56,607.93,34692.92835714286,72485.89107142857,36411.86378571428,0.42857142857142855,34580.02640816326,72485.89107142857,36298.96183673468,0.42857142857142855,32628.31766836736,72485.89107142857,33728.12123469388,0.6428571428571429,0
11,2026-06-19,mcht_saas_01,saas_subscription,14,607.93,360.92,False,56,607.93,695.489857142857,2227.965357142857,1967.2502857142863,0.8571428571428571,756.2832142857142,2227.965357142857,1975.3441020408166,0.9285714285714286,731.5819999999997,2227.965357142857,1968.286612244898,0.9285714285714286,0
11,2026-06-19,mcht_saas_02,saas_subscription,14,607.93,360.92,False,56,607.93,1698.7927142857147,3858.433928571428,2573.6121428571423,0.8571428571428571,1759.5860714285732,3858.433928571428,2547.557846938774,0.8571428571428571,1734.884857142857,3858.433928571428,2558.1440816326526,0.8571428571428571,0
11,2026-06-19,mcht_saas_03,saas_subscription,14,607.93,360.92,False,56,607.93,3716.878714285713,7389.666071428568,6096.2803571428585,0.8571428571428571,3777.6720714285716,7389.666071428568,6070.226061224491,0.8571428571428571,3752.9708571428573,7389.666071428568,6080.812295918367,0.8571428571428571,0
11,2026-06-19,mcht_saas_04,saas_subscription,14,607.93,360.92,False,56,607.93,2222.942928571429,3379.196785714286,1792.7727142857152,0.9285714285714286,2283.7362857142857,3379.196785714286,1810.1422448979606,0.9285714285714286,2259.0350714285714,3379.196785714286,1803.084755102042,0.9285714285714286,0
