merchant_id,merchant_category,date,gross_transaction_amount,refund_amount,chargeback_amount,razorpay_fee,tds_hold,net_settled_amount
mcht_mkt_03,marketplace,2025-12-23,1191533.46,109999.04,0.0,24181.38,11915.33,1045437.71
mcht_mkt_04,marketplace,2025-12-23,643616.58,56118.6,8918.44,13428.28,6436.17,558715.09
mcht_saas_01,saas_subscription,2025-12-23,82011.57,235.94,0.0,1749.18,820.12,79206.33
mcht_saas_02,saas_subscription,2025-12-23,167650.2,1356.66,155.76,3244.57,1676.5,161216.71
mcht_saas_03,saas_subscription,2025-12-23,277126.91,0.0,263.93,5032.56,2771.27,269059.15
mcht_saas_04,saas_subscription,2025-12-23,123043.47,853.13,108.08,2550.25,1230.43,118301.58
mcht_d2c_01,d2c_ecommerce,2025-12-24,149937.31,33994.35,0.0,2932.44,1499.37,111511.15
mcht_d2c_02,d2c_ecommerce,2025-12-24,214313.19,52732.37,0.0,4701.77,2143.13,154735.92
mcht_d2c_03,d2c_ecommerce,2025-12-24,402812.96,0.0,1550.55,7305.88,4028.13,389928.4
mcht_d2c_04,d2c_ecommerce,2025-12-24,100898.26,12079.13,0.0,2011.82,1008.98,85798.33
mcht_food_01,food_delivery,2025-12-24,94889.42,3628.48,782.76,2024.48,948.89,87504.81
mcht_food_02,food_delivery,2025-12-24,196110.16,6183.54,0.0,4151.75,1961.1,183813.77
mcht_food_03,food_delivery,2025-12-24,252113.88,0.0,0.0,5524.89,2521.14,244067.85
mcht_mkt_01,marketplace,2025-12-24,682577.39,25090.93,0.0,12936.91,6825.77,637723.78
mcht_mkt_02,marketplace,2025-12-24,1018557.87,59741.95,14988.69,20205.56,10185.58,913436.09
mcht_mkt_03,marketplace,2025-12-24,1685157.37,0.0,0.0,36785.46,16851.57,1631520.34
mcht_mkt_04,marketplace,2025-12-24,737952.52,0.0,9581.13,15624.82,7379.53,705367.04
mcht_saas_01,saas_subscription,2025-12-24,100740.15,236.15,0.0,2144.25,1007.4,97352.35
mcht_saas_02,saas_subscription,2025-12-24,197774.88,578.94,256.64,4205.27,1977.75,190756.28
mcht_saas_03,saas_subscription,2025-12-24,343651.68,944.41,115.9,7278.58,3436.52,331876.27
mcht_saas_04,saas_subscription,2025-12-24,154691.88,441.77,112.97,2860.2,1546.92,149730.02
mcht_d2c_01,d2c_ecommerce,2025-12-25,155456.49,23068.69,0.0,2819.71,1554.56,128013.53
mcht_d2c_02,d2c_ecommerce,2025-12-25,201355.36,0.0,0.0,4018.0,2013.55,195323.81
mcht_d2c_03,d2c_ecommerce,2025-12-25,388364.58,60594.0,1516.15,7873.88,3883.65,314496.9
mcht_d2c_04,d2c_ecommerce,2025-12-25,92071.26,19270.97,363.96,1828.53,920.71,69687.09
mcht_food_01,food_delivery,2025-12-25,105701.86,3581.74,0.0,2147.65,1057.02,98915.45
mcht_food_02,food_delivery,2025-12-25,189652.71,6025.05,0.0,3502.11,1896.53,178229.02
mcht_food_03,food_delivery,2025-12-25,236867.61,10878.46,633.6,4999.7,2368.68,217987.17
mcht_mkt_01,marketplace,2025-12-25,598098.47,29910.75,55000.05,12970.56,5980.98,494236.13
mcht_mkt_02,marketplace,2025-12-25,1171380.53,73156.98,69169.75,24226.93,11713.81,993113.06
mcht_mkt_03,marketplace,2025-12-25,2052249.91,106757.88,26492.55,42783.42,20522.5,1855693.56
mcht_mkt_04,marketplace,2025-12-25,374732.93,22308.02,0.0,8084.51,3747.33,340593.07
mcht_saas_01,saas_subscription,2025-12-25,97498.76,272.47,37.05,1917.48,974.99,94296.77
mcht_saas_02,saas_subscription,2025-12-25,179260.26,546.25,63.28,3501.56,1792.6,173356.57
mcht_saas_03,saas_subscription,2025-12-25,305160.19,866.84,160.64,5838.3,3051.6,295242.81
mcht_saas_04,saas_subscription,2025-12-25,147074.17,0.0,0.0,3044.39,1470.74,142559.04
mcht_d2c_01,d2c_ecommerce,2025-12-26,137685.18,14741.66,1238.94,2629.86,1376.85,117697.87
mcht_d2c_02,d2c_ecommerce,2025-12-26,222404.73,44105.29,0.0,4011.14,2224.05,172064.25
mcht_d2c_03,d2c_ecommerce,2025-12-26,426943.11,65042.69,0.0,8032.13,4269.43,349598.86
mcht_d2c_04,d2c_ecommerce,2025-12-26,125948.51,20732.97,467.23,2580.4,1259.49,100908.42
mcht_food_01,food_delivery,2025-12-26,108027.53,5474.98,581.63,2212.96,1080.28,98677.68
mcht_food_02,food_delivery,2025-12-26,187354.63,15749.59,0.0,3746.22,1873.55,165985.27
mcht_food_03,food_delivery,2025-12-26,285129.39,22372.56,0.0,5983.59,2851.29,253921.95
mcht_mkt_01,marketplace,2025-12-26,398223.37,0.0,0.0,8751.69,3982.23,385489.45
mcht_mkt_02,marketplace,2025-12-26,1063087.55,0.0,23139.78,19213.92,10630.88,1010102.97
mcht_mkt_03,marketplace,2025-12-26,1137042.03,135541.73,29755.47,23229.29,11370.42,937145.12
mcht_mkt_04,marketplace,2025-12-26,397774.97,18910.79,0.0,8569.26,3977.75,366317.17
mcht_saas_01,saas_subscription,2025-12-26,95166.6,337.6,33.44,1835.4,951.67,92008.49
mcht_saas_02,saas_subscription,2025-12-26,187862.35,464.77,206.07,3962.02,1878.62,181350.87
mcht_saas_03,saas_subscription,2025-12-26,304871.85,934.34,0.0,6320.07,3048.72,294568.72
mcht_saas_04,saas_subscription,2025-12-26,143825.43,1319.69,89.72,3095.33,1438.25,137882.44
mcht_d2c_01,d2c_ecommerce,2025-12-27,148296.32,22540.34,375.1,3115.35,1482.96,120782.57
mcht_d2c_02,d2c_ecommerce,2025-12-27,209184.36,20590.22,1224.0,3968.25,2091.84,181310.05
mcht_d2c_03,d2c_ecommerce,2025-12-27,344912.0,135776.39,0.0,7042.14,3449.12,198644.35
mcht_d2c_04,d2c_ecommerce,2025-12-27,108509.0,19226.57,0.0,2065.74,1085.09,86131.6
mcht_food_01,food_delivery,2025-12-27,130103.83,0.0,772.71,2464.72,1301.04,125565.36
mcht_food_02,food_delivery,2025-12-27,261263.4,12831.34,432.7,5258.62,2612.63,240128.11
mcht_food_03,food_delivery,2025-12-27,341215.53,0.0,536.12,6360.54,3412.16,330906.71
mcht_mkt_01,marketplace,2025-12-27,576364.75,93546.23,25430.31,10494.24,5763.65,441130.32
mcht_mkt_02,marketplace,2025-12-27,515001.75,87522.74,24825.61,11134.52,5150.02,386368.86
mcht_mkt_03,marketplace,2025-12-27,1555572.85,0.0,0.0,33159.58,15555.73,1506857.54
mcht_mkt_04,marketplace,2025-12-27,585273.81,19669.38,8471.47,11325.97,5852.74,539954.25
mcht_saas_01,saas_subscription,2025-12-27,94268.12,563.61,0.0,1979.19,942.68,90782.64
mcht_saas_02,saas_subscription,2025-12-27,182040.47,0.0,70.73,3861.23,1820.4,176288.11
mcht_saas_03,saas_subscription,2025-12-27,301041.96,926.23,130.91,6192.7,3010.42,290781.7
mcht_saas_04,saas_subscription,2025-12-27,142692.86,0.0,0.0,3124.53,1426.93,138141.4
mcht_d2c_01,d2c_ecommerce,2025-12-28,135333.64,0.0,735.04,2748.87,1353.34,130496.39
mcht_d2c_02,d2c_ecommerce,2025-12-28,338158.63,0.0,0.0,7410.35,3381.59,327366.69
mcht_d2c_03,d2c_ecommerce,2025-12-28,453050.44,0.0,4790.41,9571.0,4530.5,434158.53
mcht_d2c_04,d2c_ecommerce,2025-12-28,142597.48,0.0,0.0,2709.24,1425.97,138462.27
mcht_food_01,food_delivery,2025-12-28,218798.54,7432.15,0.0,4328.85,2187.99,204849.55
mcht_food_02,food_delivery,2025-12-28,345762.4,11247.88,1351.71,7306.23,3457.62,322398.96
mcht_food_03,food_delivery,2025-12-28,478556.82,19875.06,788.33,9549.96,4785.57,443557.9
mcht_mkt_01,marketplace,2025-12-28,625420.15,23966.39,45571.05,12586.9,6254.2,537041.61
mcht_mkt_02,marketplace,2025-12-28,950827.54,59148.46,42992.22,19456.76,9508.28,819721.82
mcht_mkt_03,marketplace,2025-12-28,1283850.07,125574.94,0.0,24237.46,12838.5,1121199.17
mcht_mkt_04,marketplace,2025-12-28,415054.78,52861.36,24858.54,7893.57,4150.55,325290.76
mcht_saas_01,saas_subscription,2025-12-28,96997.01,0.0,69.69,2056.88,969.97,93900.47
mcht_saas_02,saas_subscription,2025-12-28,168471.24,496.51,0.0,3107.16,1684.71,163182.86
mcht_saas_03,saas_subscription,2025-12-28,303261.38,0.0,372.0,6250.37,3032.61,293606.4
mcht_saas_04,saas_subscription,2025-12-28,143818.42,786.92,118.0,2843.61,1438.18,138631.71
mcht_d2c_01,d2c_ecommerce,2025-12-29,208390.49,25024.48,1948.89,4423.02,2083.9,174910.2
mcht_d2c_02,d2c_ecommerce,2025-12-29,396581.88,35737.28,1370.78,8707.46,3965.82,346800.54
mcht_d2c_03,d2c_ecommerce,2025-12-29,604197.98,48004.92,2324.02,11209.35,6041.98,536617.71
mcht_d2c_04,d2c_ecommerce,2025-12-29,208081.32,27457.74,1045.5,4568.93,2080.81,172928.34
mcht_food_01,food_delivery,2025-12-29,185165.62,7653.79,510.54,3606.62,1851.66,171543.01
mcht_food_02,food_delivery,2025-12-29,364949.12,0.0,0.0,6981.61,3649.49,354318.02
mcht_food_03,food_delivery,2025-12-29,497553.88,24275.98,2658.76,10629.27,4975.54,455014.33
mcht_mkt_01,marketplace,2025-12-29,561657.9,44967.28,0.0,10495.86,5616.58,500578.18
mcht_mkt_02,marketplace,2025-12-29,845950.37,77643.83,42992.46,16652.85,8459.5,700201.73
mcht_mkt_03,marketplace,2025-12-29,1019104.33,96998.3,44263.9,20923.2,10191.04,846727.89
mcht_mkt_04,marketplace,2025-12-29,516933.53,31520.05,8056.38,11158.71,5169.34,461029.05
mcht_saas_01,saas_subscription,2025-12-29,86208.11,0.0,41.14,1721.15,862.08,83583.74
mcht_saas_02,saas_subscription,2025-12-29,167286.11,619.36,0.0,3418.43,1672.86,161575.46
mcht_saas_03,saas_subscription,2025-12-29,285347.79,3082.52,0.0,5830.37,2853.48,273581.42
mcht_saas_04,saas_subscription,2025-12-29,130823.23,482.41,0.0,2535.1,1308.23,126497.49
mcht_d2c_01,d2c_ecommerce,2025-12-30,208644.2,34493.66,407.49,4208.51,2086.44,167448.1
mcht_d2c_02,d2c_ecommerce,2025-12-30,351037.75,30108.35,2150.93,6614.24,3510.38,308653.85
mcht_d2c_03,d2c_ecommerce,2025-12-30,566589.77,72017.58,3557.16,11197.19,5665.9,474151.94
mcht_d2c_04,d2c_ecommerce,2025-12-30,164378.87,10879.95,864.3,3530.2,1643.79,147460.63
mcht_food_01,food_delivery,2025-12-30,93126.08,6849.46,202.92,1924.1,931.26,83218.34
mcht_food_02,food_delivery,2025-12-30,155946.3,10712.8,742.49,2873.46,1559.46,140058.09
mcht_food_03,food_delivery,2025-12-30,245429.2,7555.21,0.0,4740.58,2454.29,230679.12
mcht_mkt_01,marketplace,2025-12-30,388306.3,0.0,15402.34,7955.18,3883.06,361065.72
mcht_mkt_02,marketplace,2025-12-30,809632.88,0.0,13751.22,15979.93,8096.33,771805.4
mcht_mkt_03,marketplace,2025-12-30,459349.59,22306.85,0.0,8985.62,4593.5,423463.62
mcht_mkt_04,marketplace,2025-12-30,558878.88,27137.17,26397.45,10386.22,5588.79,489369.25
mcht_saas_01,saas_subscription,2025-12-30,87818.06,299.49,33.36,1894.42,878.18,84712.61
mcht_saas_02,saas_subscription,2025-12-30,163653.53,498.99,141.99,3573.6,1636.54,157802.41
mcht_saas_03,saas_subscription,2025-12-30,289930.05,0.0,220.13,6331.03,2899.3,280479.59
mcht_saas_04,saas_subscription,2025-12-30,125601.19,445.81,52.79,2639.29,1256.01,121207.29
mcht_d2c_01,d2c_ecommerce,2025-12-31,141948.69,15044.47,0.0,3040.02,1419.49,122444.71
mcht_d2c_02,d2c_ecommerce,2025-12-31,238430.53,0.0,0.0,4878.54,2384.31,231167.68
mcht_d2c_03,d2c_ecommerce,2025-12-31,378416.97,0.0,2025.82,7853.92,3784.17,364753.06
mcht_d2c_04,d2c_ecommerce,2025-12-31,106755.95,31583.29,0.0,2236.65,1067.56,71868.45
mcht_food_01,food_delivery,2025-12-31,106089.46,0.0,0.0,1992.99,1060.89,103035.58
mcht_food_02,food_delivery,2025-12-31,169400.83,6696.91,518.28,3522.26,1694.01,156969.37
mcht_food_03,food_delivery,2025-12-31,213956.0,0.0,0.0,4016.18,2139.56,207800.26
mcht_mkt_01,marketplace,2025-12-31,478292.59,25164.51,0.0,10502.43,4782.93,437842.72
mcht_mkt_02,marketplace,2025-12-31,1359817.91,0.0,21668.16,28599.67,13598.18,1295951.9
mcht_mkt_03,marketplace,2025-12-31,1888433.11,0.0,90424.1,39610.19,18884.33,1739514.49
mcht_mkt_04,marketplace,2025-12-31,380837.04,37517.19,0.0,6945.47,3808.37,332566.01
mcht_saas_01,saas_subscription,2025-12-31,96860.22,298.82,0.0,1799.24,968.6,93793.56
mcht_saas_02,saas_subscription,2025-12-31,195598.8,625.23,0.0,3835.41,1955.99,189182.17
mcht_saas_03,saas_subscription,2025-12-31,340563.61,925.13,106.88,6822.64,3405.64,329303.32
mcht_saas_04,saas_subscription,2025-12-31,156128.17,0.0,57.31,3149.34,1561.28,151360.24
mcht_d2c_01,d2c_ecommerce,2026-01-01,129025.14,37461.53,0.0,2733.3,0.0,88830.31
mcht_d2c_02,d2c_ecommerce,2026-01-01,168972.96,0.0,4110.8,3093.49,0.0,161768.67
mcht_d2c_03,d2c_ecommerce,2026-01-01,394749.47,0.0,1832.08,8422.16,0.0,384495.23
mcht_d2c_04,d2c_ecommerce,2026-01-01,96370.84,0.0,808.94,1787.54,0.0,93774.36
mcht_food_01,food_delivery,2026-01-01,105941.76,7150.15,981.82,2078.9,0.0,95730.89
mcht_food_02,food_delivery,2026-01-01,156111.52,5823.48,1331.5,3117.61,0.0,145838.93
mcht_food_03,food_delivery,2026-01-01,262093.48,9010.03,0.0,4729.16,0.0,248354.29
mcht_mkt_01,marketplace,2026-01-01,497433.45,0.0,13873.11,10738.36,0.0,472821.98
mcht_mkt_02,marketplace,2026-01-01,762943.94,40658.63,0.0,16276.55,7629.44,698379.32
mcht_mkt_03,marketplace,2026-01-01,855602.04,0.0,0.0,15484.58,8556.02,831561.44
mcht_mkt_04,marketplace,2026-01-01,546215.26,0.0,22737.88,10518.45,5462.15,507496.78
mcht_saas_01,saas_subscription,2026-01-01,97873.57,896.52,0.0,2105.87,0.0,94871.18
mcht_saas_02,saas_subscription,2026-01-01,188129.13,464.95,0.0,3424.66,0.0,184239.52
mcht_saas_03,saas_subscription,2026-01-01,326870.93,2311.48,0.0,6841.17,0.0,317718.28
mcht_saas_04,saas_subscription,2026-01-01,149544.51,891.85,53.65,2845.72,0.0,145753.29
mcht_d2c_01,d2c_ecommerce,2026-01-02,141905.45,0.0,0.0,2610.09,0.0,139295.36
mcht_d2c_02,d2c_ecommerce,2026-01-02,162128.62,43348.5,1923.24,3292.79,0.0,113564.09
mcht_d2c_03,d2c_ecommerce,2026-01-02,402029.35,34125.72,1518.41,8034.71,4020.29,354330.22
mcht_d2c_04,d2c_ecommerce,2026-01-02,112480.48,10509.06,1543.63,2038.25,0.0,98389.54
mcht_food_01,food_delivery,2026-01-02,115820.62,0.0,315.5,2477.97,0.0,113027.15
mcht_food_02,food_delivery,2026-01-02,199998.26,8998.35,907.02,4273.8,0.0,185819.09
mcht_food_03,food_delivery,2026-01-02,278063.16,21777.31,1822.76,5697.56,2780.63,245984.9
mcht_mkt_01,marketplace,2026-01-02,364624.63,34088.66,19732.94,7912.13,3646.25,299244.65
mcht_mkt_02,marketplace,2026-01-02,473058.98,44254.83,44723.99,10043.81,4730.59,369305.76
mcht_mkt_03,marketplace,2026-01-02,1592505.31,79016.16,64488.37,31389.63,15925.05,1401686.1
mcht_mkt_04,marketplace,2026-01-02,411981.97,0.0,0.0,8668.6,4119.82,399193.55
mcht_saas_01,saas_subscription,2026-01-02,97341.58,346.0,66.9,1789.56,0.0,95139.12
mcht_saas_02,saas_subscription,2026-01-02,185097.16,597.83,0.0,4015.35,0.0,180483.98
mcht_saas_03,saas_subscription,2026-01-02,317489.35,1138.31,97.66,6610.7,3174.89,306467.79
mcht_saas_04,saas_subscription,2026-01-02,141516.59,0.0,234.89,2644.75,0.0,138636.95
mcht_d2c_01,d2c_ecommerce,2026-01-03,135665.5,12221.36,492.86,2972.16,0.0,119979.12
mcht_d2c_02,d2c_ecommerce,2026-01-03,224869.54,33487.53,0.0,4160.91,2248.7,184972.4
mcht_d2c_03,d2c_ecommerce,2026-01-03,393979.43,53185.43,0.0,7416.51,3939.79,329437.7
mcht_d2c_04,d2c_ecommerce,2026-01-03,157184.97,0.0,370.56,2939.62,0.0,153874.79
mcht_food_01,food_delivery,2026-01-03,181353.48,6101.61,0.0,3660.76,0.0,171591.11
mcht_food_02,food_delivery,2026-01-03,248336.04,0.0,1013.6,4948.33,2483.36,239890.75
mcht_food_03,food_delivery,2026-01-03,349308.2,0.0,1036.0,6698.07,3493.08,338081.05
mcht_mkt_01,marketplace,2026-01-03,583616.45,0.0,0.0,11003.15,5836.16,566777.14
mcht_mkt_02,marketplace,2026-01-03,1138952.38,61019.29,0.0,22827.27,11389.52,1043716.3
mcht_mkt_03,marketplace,2026-01-03,1374496.11,77602.98,39821.94,28323.98,13744.96,1215002.25
mcht_mkt_04,marketplace,2026-01-03,267810.06,106038.82,0.0,5564.24,2678.1,153528.9
mcht_saas_01,saas_subscription,2026-01-03,112008.85,0.0,0.0,2084.94,0.0,109923.91
mcht_saas_02,saas_subscription,2026-01-03,217415.32,1022.33,0.0,4681.97,2174.15,209536.87
mcht_saas_03,saas_subscription,2026-01-03,363559.35,1028.87,0.0,6887.66,3635.59,352007.23
mcht_saas_04,saas_subscription,2026-01-03,162423.58,690.06,0.0,3034.22,0.0,158699.3
mcht_d2c_01,d2c_ecommerce,2026-01-04,182573.0,0.0,0.0,3297.08,1825.73,177450.19
mcht_d2c_02,d2c_ecommerce,2026-01-04,228038.62,0.0,0.0,4851.44,2280.39,220906.79
mcht_d2c_03,d2c_ecommerce,2026-01-04,422036.8,0.0,1115.08,8585.58,4220.37,408115.77
mcht_d2c_04,d2c_ecommerce,2026-01-04,151980.17,20968.62,1001.56,3305.71,1519.8,125184.48
mcht_food_01,food_delivery,2026-01-04,203930.09,7364.29,0.0,4401.66,2039.3,190124.84
mcht_food_02,food_delivery,2026-01-04,322185.6,24794.19,545.27,6889.97,3221.86,286734.31
mcht_food_03,food_delivery,2026-01-04,493029.24,17211.76,2344.83,10577.79,4930.29,457964.57
mcht_mkt_01,marketplace,2026-01-04,583678.11,0.0,41111.06,11772.37,5836.78,524957.9
mcht_mkt_02,marketplace,2026-01-04,480617.11,66284.05,11709.41,9364.63,4806.17,388452.85
mcht_mkt_03,marketplace,2026-01-04,782919.02,0.0,19522.64,15535.12,7829.19,740032.07
mcht_mkt_04,marketplace,2026-01-04,290885.56,0.0,15137.48,6384.42,2908.86,266454.8
mcht_saas_01,saas_subscription,2026-01-04,110146.67,250.21,88.05,2217.84,0.0,107590.57
mcht_saas_02,saas_subscription,2026-01-04,211648.53,0.0,133.13,4251.72,2116.49,205147.19
mcht_saas_03,saas_subscription,2026-01-04,343902.45,0.0,123.91,6579.96,3439.02,333759.56
mcht_saas_04,saas_subscription,2026-01-04,160022.67,399.33,0.0,3174.32,1600.23,154848.79
mcht_d2c_01,d2c_ecommerce,2026-01-05,247889.01,12966.11,572.37,5053.8,2478.89,226817.84
mcht_d2c_02,d2c_ecommerce,2026-01-05,345955.35,49634.94,0.0,7527.4,3459.55,285333.46
mcht_d2c_03,d2c_ecommerce,2026-01-05,680034.98,180443.85,1867.43,13476.98,6800.35,477446.37
mcht_d2c_04,d2c_ecommerce,2026-01-05,179612.74,18944.54,656.16,3819.49,1796.13,154396.42
mcht_food_01,food_delivery,2026-01-05,166662.03,5012.38,232.21,3154.93,1666.62,156595.89
mcht_food_02,food_delivery,2026-01-05,321069.25,0.0,800.91,6431.45,3210.69,310626.2
mcht_food_03,food_delivery,2026-01-05,431854.23,19463.85,3114.71,8263.13,4318.54,396694.0
mcht_mkt_01,marketplace,2026-01-05,689821.65,62065.28,0.0,13064.76,6898.22,607793.39
mcht_mkt_02,marketplace,2026-01-05,344331.03,0.0,72582.19,7500.27,3443.31,260805.26
mcht_mkt_03,marketplace,2026-01-05,1277463.55,245019.37,18548.16,24210.34,12774.64,976911.04
mcht_mkt_04,marketplace,2026-01-05,343629.71,0.0,16038.52,6679.52,3436.3,317475.37
mcht_saas_01,saas_subscription,2026-01-05,90312.58,238.62,42.97,1650.02,903.13,87477.84
mcht_saas_02,saas_subscription,2026-01-05,153961.54,451.58,64.61,3111.41,1539.62,148794.32
mcht_saas_03,saas_subscription,2026-01-05,295219.74,880.7,142.93,5814.67,2952.2,285429.24
mcht_saas_04,saas_subscription,2026-01-05,131519.03,688.33,58.98,2456.84,1315.19,126999.69
mcht_d2c_01,d2c_ecommerce,2026-01-06,237255.91,0.0,0.0,5022.72,2372.56,229860.63
mcht_d2c_02,d2c_ecommerce,2026-01-06,348509.66,0.0,0.0,6514.32,3485.1,338510.24
mcht_d2c_03,d2c_ecommerce,2026-01-06,604597.59,0.0,0.0,12749.57,6045.98,585802.04
mcht_d2c_04,d2c_ecommerce,2026-01-06,165556.79,10084.87,0.0,3326.42,1655.57,150489.93
mcht_food_01,food_delivery,2026-01-06,83628.38,6227.82,262.89,1652.46,836.28,74648.93
mcht_food_02,food_delivery,2026-01-06,158065.02,12377.44,0.0,3340.04,1580.65,140766.89
mcht_food_03,food_delivery,2026-01-06,140008.61,12971.82,1473.18,2605.04,1400.09,121558.48
mcht_mkt_01,marketplace,2026-01-06,392383.31,20955.91,6671.42,8474.58,3923.83,352357.57
mcht_mkt_02,marketplace,2026-01-06,1194621.62,38966.36,0.0,24533.7,11946.22,1119175.34
mcht_mkt_03,marketplace,2026-01-06,2012307.72,54665.3,51608.57,39959.19,20123.08,1845951.58
mcht_mkt_04,marketplace,2026-01-06,580074.9,25589.17,5424.67,11081.4,5800.75,532178.91
mcht_saas_01,saas_subscription,2026-01-06,84665.15,0.0,28.75,1541.86,846.65,82247.89
mcht_saas_02,saas_subscription,2026-01-06,160560.1,532.65,148.88,3026.07,1605.6,155246.9
mcht_saas_03,saas_subscription,2026-01-06,270312.71,0.0,114.23,5165.89,2703.13,262329.46
mcht_saas_04,saas_subscription,2026-01-06,121213.92,0.0,48.67,2191.41,1212.14,117761.7
mcht_d2c_01,d2c_ecommerce,2026-01-07,140991.45,0.0,0.0,2725.02,1409.91,136856.52
mcht_d2c_02,d2c_ecommerce,2026-01-07,232583.07,72162.99,0.0,4616.97,2325.83,153477.28
mcht_d2c_03,d2c_ecommerce,2026-01-07,320373.25,41492.2,2650.97,6478.69,3203.73,266547.66
mcht_d2c_04,d2c_ecommerce,2026-01-07,109484.14,16141.28,1654.79,2394.98,1094.84,88198.25
mcht_food_01,food_delivery,2026-01-07,105303.81,3029.49,0.0,2106.25,1053.04,99115.03
mcht_food_02,food_delivery,2026-01-07,163735.88,0.0,887.84,3419.29,1637.36,157791.39
mcht_food_03,food_delivery,2026-01-07,253348.37,7755.55,0.0,5533.58,2533.48,237525.76
mcht_mkt_01,marketplace,2026-01-07,457820.15,67394.37,7748.77,8590.82,4578.2,369507.99
mcht_mkt_02,marketplace,2026-01-07,1010020.42,62734.58,22808.66,20376.77,10100.2,894000.21
mcht_mkt_03,marketplace,2026-01-07,1852329.76,114487.67,0.0,39637.96,18523.3,1679680.83
mcht_mkt_04,marketplace,2026-01-07,607265.51,26666.93,16405.72,11849.47,6072.66,546270.73
mcht_saas_01,saas_subscription,2026-01-07,100334.05,550.31,0.0,1806.22,1003.34,96974.18
mcht_saas_02,saas_subscription,2026-01-07,191712.07,0.0,0.0,4079.21,1917.12,185715.74
mcht_saas_03,saas_subscription,2026-01-07,339458.65,1813.75,0.0,6608.23,3394.59,327642.08
mcht_saas_04,saas_subscription,2026-01-07,143330.2,441.12,0.0,2609.81,1433.3,138845.97
mcht_d2c_01,d2c_ecommerce,2026-01-08,119589.4,66890.18,1567.15,2438.94,1195.89,47497.24
mcht_d2c_02,d2c_ecommerce,2026-01-08,188954.85,55900.23,1599.99,3478.31,1889.55,126086.77
mcht_d2c_03,d2c_ecommerce,2026-01-08,361138.22,0.0,0.0,6904.13,3611.38,350622.71
mcht_d2c_04,d2c_ecommerce,2026-01-08,114109.38,12481.19,0.0,2120.87,1141.09,98366.23
mcht_food_01,food_delivery,2026-01-08,89412.72,0.0,853.28,1752.69,894.13,85912.62
mcht_food_02,food_delivery,2026-01-08,156600.24,4947.82,0.0,2985.48,1566.0,147100.94
mcht_food_03,food_delivery,2026-01-08,228556.18,10000.94,0.0,4996.03,2285.56,211273.65
mcht_mkt_01,marketplace,2026-01-08,872122.0,20860.98,28168.83,16235.28,8721.22,798135.69
mcht_mkt_02,marketplace,2026-01-08,1147586.22,85648.65,0.0,23403.04,11475.86,1027058.67
mcht_mkt_03,marketplace,2026-01-08,1076680.19,147469.14,28021.81,20271.04,10766.8,870151.4
mcht_mkt_04,marketplace,2026-01-08,597170.58,54043.47,10108.55,12617.63,5971.71,514429.22
mcht_saas_01,saas_subscription,2026-01-08,101173.5,0.0,44.74,1997.7,1011.74,98119.32
mcht_saas_02,saas_subscription,2026-01-08,178016.2,576.69,0.0,3559.33,1780.16,172100.02
mcht_saas_03,saas_subscription,2026-01-08,333107.55,752.98,231.1,6516.86,3331.08,322275.53
mcht_saas_04,saas_subscription,2026-01-08,141982.29,845.46,152.14,3083.79,1419.82,136481.08
mcht_d2c_01,d2c_ecommerce,2026-01-09,140143.49,16227.64,454.13,2725.58,1401.43,119334.71
mcht_d2c_02,d2c_ecommerce,2026-01-09,235517.24,0.0,720.54,4558.8,2355.17,227882.73
mcht_d2c_03,d2c_ecommerce,2026-01-09,311494.55,43078.95,1688.95,6546.86,3114.95,257064.84
mcht_d2c_04,d2c_ecommerce,2026-01-09,112083.52,10127.49,471.64,2268.19,1120.84,98095.36
mcht_food_01,food_delivery,2026-01-09,104601.66,8158.52,0.0,2169.23,1046.02,93227.89
mcht_food_02,food_delivery,2026-01-09,194009.15,6272.34,0.0,3732.27,1940.09,182064.45
mcht_food_03,food_delivery,2026-01-09,264423.64,11677.92,0.0,5484.17,2644.24,244617.31
mcht_mkt_01,marketplace,2026-01-09,472922.77,33050.04,0.0,8535.62,4729.23,426607.88
mcht_mkt_02,marketplace,2026-01-09,733436.76,0.0,0.0,15049.73,7334.37,711052.66
mcht_mkt_03,marketplace,2026-01-09,852471.44,71826.29,0.0,16596.5,8524.71,755523.94
mcht_mkt_04,marketplace,2026-01-09,470936.86,0.0,11034.62,8880.55,4709.37,446312.32
mcht_saas_01,saas_subscription,2026-01-09,96380.95,595.17,37.8,2033.49,963.81,92750.68
mcht_saas_02,saas_subscription,2026-01-09,184084.18,1118.41,158.98,3338.46,1840.84,177627.49
mcht_saas_03,saas_subscription,2026-01-09,318066.91,1007.15,233.53,6493.48,3180.67,307152.08
mcht_saas_04,saas_subscription,2026-01-09,138942.59,0.0,55.1,2541.52,1389.43,134956.54
mcht_d2c_01,d2c_ecommerce,2026-01-10,149774.77,27720.15,912.29,2732.26,1497.75,116912.32
mcht_d2c_02,d2c_ecommerce,2026-01-10,235572.29,0.0,0.0,4301.64,2355.72,228914.93
mcht_d2c_03,d2c_ecommerce,2026-01-10,403363.31,198376.81,0.0,8095.9,4033.63,192856.97
mcht_d2c_04,d2c_ecommerce,2026-01-10,129642.55,0.0,1087.5,2428.58,1296.43,124830.04
mcht_food_01,food_delivery,2026-01-10,154820.64,6585.78,281.54,2878.87,1548.21,143526.24
